"Year","Location Description","Data Source","Topic Description","Measure Description","Sub-Measure","Data Value Type","Data Value"
"1976","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","116.200"
"1976","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.900"
"1976","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1976","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","50409197.000"
"1976","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.504"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","111.700"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.700"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","47956285.000"
"1975","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.466"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","108.200"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","42.900"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","45943402.000"
"1974","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.431"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","102.900"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.400"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","43328876.000"
"1973","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.421"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","101.100"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.500"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","42198422.000"
"1972","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.423"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","95.400"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","47.300"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","39490694.000"
"1971","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","0.427"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","89.800"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","46.800"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","0.200"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","36739131.000"
"1970","Alabama","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","0.120"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","8.901"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","37.200"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","33.800"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","54624390.000"
"2014","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","8.659"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","39.000"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","34.800"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","56983372.000"
"2013","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","8.300"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","41.200"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","36.300"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","59586835.000"
"2012","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","8.494"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","43.300"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.400"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","61478147.000"
"2011","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.607"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","43.800"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.600"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","61237633.000"
"2010","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","7.605"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","45.800"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","39.600"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","3.010"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","62882219.000"
"2009","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","6.690"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","47.000"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.700"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.390"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","64193492.000"
"2008","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","2.000"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","6.351"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","52.900"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.600"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.390"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","63849816.000"
"2007","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.800"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.819"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","54.500"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","37.600"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","2.190"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","57910992.000"
"2006","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.610"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","60.200"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","35.500"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.990"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","48750294.000"
"2005","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.600"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","5.030"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","63.600"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","27.600"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.390"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","41260582.000"
"2004","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.415"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","63.600"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","31.500"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.390"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","40239153.000"
"2003","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.591"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","63.700"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.300"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.390"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","40434020.000"
"2002","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.433"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","65.200"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.200"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.340"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","40893899.000"
"2001","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.397"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Cigarette Consumption (Pack Sales Per Capita)","Pack","66.000"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State tax as a Percentage of Retail Price ","Percentage","30.500"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Federal and State Tax per pack ","Dollars","1.340"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Gross Cigarette Tax Revenue ","Dollars","43091506.000"
"2000","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","State Tax per pack ","Dollars","1.000"
"1999","Alaska","OW","The Tax Burden on Tobacco","Cigarette Sales","Average Cost per pack ","Dollars","4.047"
